epoch,step,train_loss,val_accuracy_optimized,val_auroc,val_average_precision,val_balanced_accuracy_optimized,val_best_threshold,val_f1_optimized,val_f1_threshold_05,val_false_negatives,val_false_positives,val_loss,val_precision_optimized,val_recall_optimized,val_specificity_optimized,val_true_negatives,val_true_positives
0,175,,0.9228000044822693,0.9125419855117798,0.2700745463371277,0.7479871511459351,0.5850000381469727,0.39116719365119934,0.3276955485343933,99.0,287.0,0.44143614172935486,0.30170315504074097,0.5560538172721863,0.9399204254150391,4490.0,124.0
0,175,0.5972209572792053,,,,,,,,,,,,,,,
1,351,,0.9254000186920166,0.9264628291130066,0.29568156599998474,0.768585205078125,0.6500000357627869,0.41627541184425354,0.3619047701358795,90.0,283.0,0.33523958921432495,0.3197115361690521,0.5964125394821167,0.9407578110694885,4494.0,133.0
1,351,0.3881464898586273,,,,,,,,,,,,,,,
2,527,,0.9251999855041504,0.9291373491287231,0.2943274974822998,0.7770304679870605,0.6500000357627869,0.42283952236175537,0.3764705955982208,86.0,288.0,0.31051796674728394,0.32235294580459595,0.6143497824668884,0.9397110939025879,4489.0,137.0
2,527,0.3413904011249542,,,,,,,,,,,,,,,
3,703,,0.930400013923645,0.9310373067855835,0.29855960607528687,0.7690644264221191,0.6650000214576721,0.4313725531101227,0.3861920237541199,91.0,257.0,0.3019288182258606,0.33933162689208984,0.591928243637085,0.9462005496025085,4520.0,132.0
3,703,0.3279106914997101,,,,,,,,,,,,,,,
4,879,,0.9093999862670898,0.9284135103225708,0.28251293301582336,0.822198748588562,0.5950000286102295,0.41698843240737915,0.38688525557518005,61.0,392.0,0.2999442219734192,0.29241877794265747,0.726457417011261,0.9179401397705078,4385.0,162.0
4,879,0.32053184509277344,,,,,,,,,,,,,,,
5,1055,,0.9200000166893005,0.9292029738426208,0.29057371616363525,0.7978214025497437,0.6399999856948853,0.4252873361110687,0.381156325340271,75.0,325.0,0.29997876286506653,0.31289640069007874,0.6636771559715271,0.9319656491279602,4452.0,148.0
5,1055,0.31581616401672363,,,,,,,,,,,,,,,
6,1231,,0.926800012588501,0.9315291047096252,0.30336305499076843,0.775730311870575,0.6700000166893005,0.4263322949409485,0.3815513551235199,87.0,279.0,0.3007532060146332,0.3277108371257782,0.6098654866218567,0.9415951371192932,4498.0,136.0
6,1231,0.3105872869491577,,,,,,,,,,,,,,,
7,1407,,0.920799970626831,0.9306279420852661,0.29965323209762573,0.798240065574646,0.6349999904632568,0.42774567008018494,0.3760504126548767,75.0,321.0,0.29958629608154297,0.3155650198459625,0.6636771559715271,0.9328030347824097,4456.0,148.0
7,1407,0.310618132352829,,,,,,,,,,,,,,,
8,1583,,0.926800012588501,0.9323298931121826,0.3120606243610382,0.775730311870575,0.6500000357627869,0.4263322949409485,0.3764219284057617,87.0,279.0,0.29920193552970886,0.3277108371257782,0.6098654866218567,0.9415951371192932,4498.0,136.0
8,1583,0.3077421188354492,,,,,,,,,,,,,,,
9,1759,,0.9259999990463257,0.9319262504577637,0.31198832392692566,0.7817240953445435,0.625,0.42901232838630676,0.38105490803718567,84.0,286.0,0.2981626093387604,0.3270588219165802,0.6233183741569519,0.940129816532135,4491.0,139.0
9,1759,0.3050587773323059,,,,,,,,,,,,,,,
10,1935,,0.9261999726295471,0.9327532649040222,0.31155285239219666,0.7839662432670593,0.6200000047683716,0.43143296241760254,0.38546255230903625,83.0,286.0,0.29454368352890015,0.32863849401474,0.6278026700019836,0.940129816532135,4491.0,140.0
10,1935,0.3015429675579071,,,,,,,,,,,,,,,
11,2111,,0.9279999732971191,0.9325752854347229,0.3138014078140259,0.780633270740509,0.625,0.43396225571632385,0.3813651204109192,85.0,275.0,0.2956996262073517,0.33414044976234436,0.6188340783119202,0.9424324631690979,4502.0,138.0
11,2111,0.3034607768058777,,,,,,,,,,,,,,,
12,2287,,0.9272000193595886,0.9314325451850891,0.3079923689365387,0.7759396433830261,0.6200000047683716,0.42767295241355896,0.3963344693183899,87.0,277.0,0.2966693043708801,0.329297810792923,0.6098654866218567,0.9420138001441956,4500.0,136.0
12,2287,0.2980358600616455,,,,,,,,,,,,,,,
13,2463,,0.9259999990463257,0.933022677898407,0.3133552372455597,0.785999059677124,0.6100000143051147,0.43251535296440125,0.3910614550113678,82.0,288.0,0.294915109872818,0.32867133617401123,0.6322869658470154,0.9397110939025879,4489.0,141.0
13,2463,0.29957151412963867,,,,,,,,,,,,,,,
14,2639,,0.9291999936103821,0.9325035214424133,0.3154169023036957,0.7833987474441528,0.6200000047683716,0.4398733973503113,0.3950338661670685,84.0,270.0,0.2956569194793701,0.33985328674316406,0.6233183741569519,0.9434791803359985,4507.0,139.0
14,2639,0.2965354025363922,,,,,,,,,,,,,,,
