epoch,step,train_loss,val_accuracy_optimized,val_auroc,val_average_precision,val_balanced_accuracy_optimized,val_best_threshold,val_f1_optimized,val_f1_threshold_05,val_false_negatives,val_false_positives,val_loss,val_precision_optimized,val_recall_optimized,val_specificity_optimized,val_true_negatives,val_true_positives
0,175,,0.9142000079154968,0.9120562076568604,0.2719069719314575,0.756311297416687,0.4050000011920929,0.37735846638679504,0.15017065405845642,93.0,336.0,0.3539426922798157,0.278969943523407,0.5829596519470215,0.9296629428863525,4441.0,130.0
0,175,0.5170409679412842,,,,,,,,,,,,,,,
1,351,,0.9200000166893005,0.9297014474868774,0.3087635040283203,0.7764465808868408,0.5550000071525574,0.4082840085029602,0.3904191553592682,85.0,315.0,0.30165642499923706,0.30463576316833496,0.6188340783119202,0.9340590238571167,4462.0,138.0
1,351,0.3501909673213959,,,,,,,,,,,,,,,
2,527,,0.9251999855041504,0.9315470457077026,0.3149513900279999,0.7620680332183838,0.5550000071525574,0.41009461879730225,0.39294710755348206,93.0,281.0,0.29538318514823914,0.31630170345306396,0.5829596519470215,0.9411764740943909,4496.0,130.0
2,527,0.3234938383102417,,,,,,,,,,,,,,,
3,703,,0.9214000105857849,0.9332319498062134,0.3215155005455017,0.785729169845581,0.550000011920929,0.4194977879524231,0.4045512080192566,81.0,312.0,0.2927984595298767,0.3127753436565399,0.6367713212966919,0.9346870183944702,4465.0,142.0
3,703,0.3101713955402374,,,,,,,,,,,,,,,
4,879,,0.9409999847412109,0.9354539513587952,0.3284050524234772,0.7468245029449463,0.6000000238418579,0.4465290606021881,0.4040403962135315,104.0,191.0,0.2889951765537262,0.3838709592819214,0.5336322784423828,0.9600167274475098,4586.0,119.0
4,879,0.3065597116947174,,,,,,,,,,,,,,,
5,1055,,0.9350000023841858,0.9352061748504639,0.3240510821342468,0.7543718814849854,0.6000000238418579,0.4328097701072693,0.40380048751831055,99.0,226.0,0.2871323227882385,0.35428571701049805,0.5560538172721863,0.9526899456977844,4551.0,124.0
5,1055,0.30432572960853577,,,,,,,,,,,,,,,
6,1231,,0.9358000159263611,0.9353281855583191,0.3236042857170105,0.7526531219482422,0.6100000143051147,0.4338624179363251,0.39375749230384827,100.0,221.0,0.28728368878364563,0.35755813121795654,0.5515695214271545,0.9537366628646851,4556.0,123.0
6,1231,0.3029130697250366,,,,,,,,,,,,,,,
7,1407,,0.9368000030517578,0.9369296431541443,0.32613644003868103,0.7553138732910156,0.6150000095367432,0.4397163391113281,0.3933253884315491,99.0,217.0,0.283824622631073,0.3636363744735718,0.5560538172721863,0.9545739889144897,4560.0,124.0
7,1407,0.29791122674942017,,,,,,,,,,,,,,,
8,1583,,0.9354000091552734,0.9367879033088684,0.3264065980911255,0.7588561773300171,0.6100000143051147,0.4382608234882355,0.39443156123161316,97.0,226.0,0.28528913855552673,0.3579545319080353,0.5650224089622498,0.9526899456977844,4551.0,126.0
8,1583,0.29835808277130127,,,,,,,,,,,,,,,
9,1759,,0.9340000152587891,0.9365382194519043,0.3260396420955658,0.7559860348701477,0.5850000381469727,0.43103447556495667,0.4055766761302948,98.0,232.0,0.2848813235759735,0.3501400649547577,0.560538113117218,0.9514339566230774,4545.0,125.0
9,1759,0.29533839225769043,,,,,,,,,,,,,,,
10,1935,,0.9333999752998352,0.9369324445724487,0.32756999135017395,0.7663594484329224,0.5950000286102295,0.43844854831695557,0.4096080958843231,93.0,240.0,0.28360432386398315,0.3513513505458832,0.5829596519470215,0.9497592449188232,4537.0,130.0
10,1935,0.2941989302635193,,,,,,,,,,,,,,,
11,2111,,0.9265999794006348,0.9365898370742798,0.3254101574420929,0.7799006104469299,0.5450000166893005,0.429237961769104,0.41734418272972107,85.0,282.0,0.28490331768989563,0.3285714387893677,0.6188340783119202,0.9409671425819397,4495.0,138.0
11,2111,0.2945723235607147,,,,,,,,,,,,,,,
12,2287,,0.9355999827384949,0.9352784156799316,0.319471150636673,0.7504109144210815,0.625,0.4310954213142395,0.3844393491744995,101.0,221.0,0.2850113809108734,0.35568514466285706,0.5470852255821228,0.9537366628646851,4556.0,122.0
12,2287,0.29612061381340027,,,,,,,,,,,,,,,
13,2463,,0.9363999962806702,0.9357524514198303,0.3204980194568634,0.7486920952796936,0.6100000143051147,0.43214285373687744,0.4029850661754608,102.0,216.0,0.28541532158851624,0.359050452709198,0.5426008701324463,0.9547833204269409,4561.0,121.0
13,2463,0.29161545634269714,,,,,,,,,,,,,,,
14,2639,,0.9359999895095825,0.9358463287353516,0.3201232850551605,0.7506202459335327,0.6299999952316284,0.43262410163879395,0.3929411768913269,101.0,219.0,0.2847052812576294,0.35777124762535095,0.5470852255821228,0.9541553258895874,4558.0,122.0
14,2639,0.2884072959423065,,,,,,,,,,,,,,,
15,2815,,0.9279999732971191,0.9356370568275452,0.3225288987159729,0.7678083777427673,0.5950000286102295,0.42307692766189575,0.4066496193408966,91.0,269.0,0.28456491231918335,0.32917705178260803,0.591928243637085,0.9436885118484497,4508.0,132.0
15,2815,0.2894130349159241,,,,,,,,,,,,,,,
16,2991,,0.9264000058174133,0.9355366230010986,0.31955569982528687,0.7776584625244141,0.5799999833106995,0.4267912805080414,0.4082687199115753,86.0,282.0,0.28681084513664246,0.3269689679145813,0.6143497824668884,0.9409671425819397,4495.0,137.0
16,2991,0.2889268696308136,,,,,,,,,,,,,,,
