epoch,step,train_loss,val_auroc,val_average_precision,val_f1,val_loss,val_precision,val_recall
0,175,,0.9146326780319214,0.3011198937892914,0.0,0.5487415194511414,0.0,0.0
0,175,0.5870100855827332,,,,,,
1,351,,0.9237304329872131,0.32558614015579224,0.0,0.4282347559928894,0.0,0.0
1,351,0.44354575872421265,,,,,,
2,527,,0.9287462830543518,0.32307159900665283,0.0,0.38776034116744995,0.0,0.0
2,527,0.3891678750514984,,,,,,
3,703,,0.9334321022033691,0.3335164189338684,0.0,0.3712958097457886,0.0,0.0
3,703,0.3596704304218292,,,,,,
4,879,,0.9353538155555725,0.3390793800354004,0.0,0.33464962244033813,0.0,0.0
4,879,0.34118977189064026,,,,,,
5,1055,,0.9323617219924927,0.3390260934829712,0.0,0.3367665410041809,0.0,0.0
5,1055,0.3374808132648468,,,,,,
6,1231,,0.9339386224746704,0.33982887864112854,0.0,0.33578822016716003,0.0,0.0
6,1231,0.3298858106136322,,,,,,
7,1407,,0.9365997910499573,0.3458484709262848,0.0,0.3290383517742157,0.0,0.0
7,1407,0.32979267835617065,,,,,,
8,1583,,0.9348846673965454,0.34653767943382263,0.0,0.3258591890335083,0.0,0.0
8,1583,0.32391858100891113,,,,,,
9,1759,,0.9345574378967285,0.34246695041656494,0.0,0.3207629323005676,0.0,0.0
9,1759,0.32023391127586365,,,,,,
10,1935,,0.9359679818153381,0.3460981547832489,0.050847455859184265,0.32676517963409424,0.5,0.02678571455180645
10,1935,0.3178829252719879,,,,,,
11,2111,,0.9353622198104858,0.3455076515674591,0.05128205195069313,0.3185301721096039,0.6000000238418579,0.02678571455180645
11,2111,0.31885436177253723,,,,,,
12,2287,,0.9368308186531067,0.3519555926322937,0.095238097012043,0.30597949028015137,0.4285714328289032,0.0535714291036129
12,2287,0.3130360543727875,,,,,,
13,2463,,0.9379963874816895,0.3522503972053528,0.0941176488995552,0.3073488473892212,0.3870967626571655,0.0535714291036129
13,2463,0.3138393759727478,,,,,,
14,2639,,0.9366194605827332,0.3485586643218994,0.12996390461921692,0.319292277097702,0.3396226465702057,0.0803571417927742
14,2639,0.3126617670059204,,,,,,
15,2815,,0.9373522400856018,0.3523457944393158,0.11450380831956863,0.3117639720439911,0.3947368562221527,0.0669642835855484
15,2815,0.3142935037612915,,,,,,
16,2991,,0.9378355741500854,0.35248690843582153,0.23824450373649597,0.3149648904800415,0.4000000059604645,0.1696428507566452
16,2991,0.3083150386810303,,,,,,
17,3167,,0.9363427758216858,0.35885143280029297,0.2186495065689087,0.3208761513233185,0.39080458879470825,0.1517857164144516
17,3167,0.31200137734413147,,,,,,
18,3343,,0.9376262426376343,0.3519614338874817,0.35142117738723755,0.3251565098762512,0.4171779155731201,0.3035714328289032
18,3343,0.30489885807037354,,,,,,
19,3519,,0.9385207295417786,0.35482102632522583,0.20066890120506287,0.29716256260871887,0.4000000059604645,0.1339285671710968
19,3519,0.30834534764289856,,,,,,
20,3695,,0.9376729130744934,0.35417741537094116,0.24375000596046448,0.3135164678096771,0.40625,0.1741071492433548
20,3695,0.3053913712501526,,,,,,
21,3871,,0.9362221956253052,0.36004185676574707,0.2697947323322296,0.30852124094963074,0.39316239953041077,0.2053571492433548
21,3871,0.30238014459609985,,,,,,
22,4047,,0.9383459091186523,0.35974767804145813,0.2686567008495331,0.29853489995002747,0.4054054021835327,0.2008928507566452
22,4047,0.30219346284866333,,,,,,
23,4223,,0.9372438192367554,0.35667479038238525,0.2530864179134369,0.30404993891716003,0.4099999964237213,0.1830357164144516
23,4223,0.30202051997184753,,,,,,
24,4399,,0.9377243518829346,0.3559936285018921,0.299435019493103,0.3019285202026367,0.4076923131942749,0.2366071492433548
24,4399,0.29848673939704895,,,,,,
25,4575,,0.9381113052368164,0.3627437949180603,0.3114754259586334,0.3055869936943054,0.40140846371650696,0.2544642984867096
25,4575,0.30248814821243286,,,,,,
26,4751,,0.9378094673156738,0.3623635172843933,0.3496144115924835,0.3018507957458496,0.4121212065219879,0.3035714328289032
26,4751,0.3034750819206238,,,,,,
