epoch,step,train_loss,val_auroc,val_average_precision,val_f1,val_loss,val_precision,val_recall
0,175,,0.9008975028991699,0.25868821144104004,0.008928571827709675,0.4630244970321655,1.0,0.0044843051582574844
0,175,0.5905425548553467,,,,,,
1,351,,0.9135347008705139,0.26221996545791626,0.0,0.3614720404148102,0.0,0.0
1,351,0.42630329728126526,,,,,,
2,527,,0.914900541305542,0.2387983798980713,0.0,0.32771000266075134,0.0,0.0
2,527,0.3684594929218292,,,,,,
3,703,,0.9140045642852783,0.24630525708198547,0.0,0.32343462109565735,0.0,0.0
3,703,0.3474600315093994,,,,,,
4,879,,0.9140927791595459,0.2536822557449341,0.008888889104127884,0.3207613527774811,0.5,0.0044843051582574844
4,879,0.33729100227355957,,,,,,
5,1055,,0.9230083227157593,0.2736380994319916,0.008928571827709675,0.30443626642227173,1.0,0.0044843051582574844
5,1055,0.3281596302986145,,,,,,
6,1231,,0.9233829379081726,0.2773621380329132,0.0,0.3031035363674164,0.0,0.0
6,1231,0.32229283452033997,,,,,,
7,1407,,0.9252875447273254,0.2859044075012207,0.026431718841195107,0.3003963530063629,0.75,0.013452914543449879
7,1407,0.3188078701496124,,,,,,
8,1583,,0.9264703989028931,0.28978607058525085,0.008888889104127884,0.30151820182800293,0.5,0.0044843051582574844
8,1583,0.31448835134506226,,,,,,
9,1759,,0.9263172745704651,0.2901766300201416,0.008888889104127884,0.3019483983516693,0.5,0.0044843051582574844
9,1759,0.3144613802433014,,,,,,
10,1935,,0.9255936145782471,0.2872598171234131,0.017699116840958595,0.3014417290687561,0.6666666865348816,0.008968610316514969
10,1935,0.3115490972995758,,,,,,
11,2111,,0.9272157549858093,0.28897443413734436,0.017543859779834747,0.30048051476478577,0.4000000059604645,0.008968610316514969
11,2111,0.30917394161224365,,,,,,
12,2287,,0.9298892021179199,0.30064356327056885,0.017467249184846878,0.29343634843826294,0.3333333432674408,0.008968610316514969
12,2287,0.306670606136322,,,,,,
13,2463,,0.9280436635017395,0.29864394664764404,0.017391305416822433,0.3040793538093567,0.2857142984867096,0.008968610316514969
13,2463,0.3098437488079071,,,,,,
14,2639,,0.9252706170082092,0.2857997417449951,0.008888889104127884,0.3000081479549408,0.5,0.0044843051582574844
14,2639,0.30810558795928955,,,,,,
15,2815,,0.9273518323898315,0.2882660925388336,0.008888889104127884,0.29823821783065796,0.5,0.0044843051582574844
15,2815,0.3025263547897339,,,,,,
16,2991,,0.9307237863540649,0.306044340133667,0.03375527635216713,0.3005625605583191,0.2857142984867096,0.017937220633029938
16,2991,0.3029840588569641,,,,,,
17,3167,,0.9263107180595398,0.28722837567329407,0.017391305416822433,0.303481787443161,0.2857142984867096,0.008968610316514969
17,3167,0.3033270239830017,,,,,,
18,3343,,0.928248405456543,0.2903863787651062,0.017467249184846878,0.29727473855018616,0.3333333432674408,0.008968610316514969
18,3343,0.30182451009750366,,,,,,
19,3519,,0.9318210482597351,0.303315669298172,0.008888889104127884,0.29317909479141235,0.5,0.0044843051582574844
19,3519,0.3013728857040405,,,,,,
20,3695,,0.9281009435653687,0.2927287518978119,0.025641024112701416,0.30074435472488403,0.27272728085517883,0.013452914543449879
20,3695,0.29902806878089905,,,,,,
21,3871,,0.9311124086380005,0.3054973781108856,0.02575107291340828,0.29551273584365845,0.30000001192092896,0.013452914543449879
21,3871,0.30108442902565,,,,,,
22,4047,,0.9264731407165527,0.282490611076355,0.017241379246115685,0.3019312918186188,0.2222222238779068,0.008968610316514969
22,4047,0.3040103614330292,,,,,,
23,4223,,0.9261859655380249,0.277293860912323,0.017699116840958595,0.29603156447410583,0.6666666865348816,0.008968610316514969
23,4223,0.3002508878707886,,,,,,
24,4399,,0.9277854561805725,0.2896345555782318,0.008888889104127884,0.30084913969039917,0.5,0.0044843051582574844
24,4399,0.2989507019519806,,,,,,
25,4575,,0.9277902841567993,0.2930387258529663,0.017467249184846878,0.30202987790107727,0.3333333432674408,0.008968610316514969
25,4575,0.29576992988586426,,,,,,
26,4751,,0.9270477294921875,0.28737014532089233,0.008849558420479298,0.29802602529525757,0.3333333432674408,0.0044843051582574844
26,4751,0.30124834179878235,,,,,,
