epoch,step,train_loss,val_accuracy_optimized,val_auroc,val_average_precision,val_balanced_accuracy_optimized,val_best_threshold,val_f1_optimized,val_f1_threshold_05,val_false_negatives,val_false_positives,val_loss,val_precision_optimized,val_recall_optimized,val_specificity_optimized,val_true_negatives,val_true_positives
0,78,,0.9323999881744385,0.9101336598396301,0.2794816792011261,0.7273613810539246,0.574999988079071,0.3985764980316162,0.34065935015678406,111.0,227.0,0.4450415074825287,0.3303834795951843,0.5022421479225159,0.9524806141853333,4550.0,112.0
0,78,0.5971785187721252,,,,,,,,,,,,,,,
1,157,,0.9355999827384949,0.9270889759063721,0.3231751322746277,0.746135950088501,0.6150000095367432,0.4270462691783905,0.3586065471172333,103.0,219.0,0.31971168518066406,0.3539822995662689,0.5381165742874146,0.9541553258895874,4558.0,120.0
1,157,0.43318578600883484,,,,,,,,,,,,,,,
2,236,,0.9301999807357788,0.933702290058136,0.3333591818809509,0.7796471118927002,0.6200000047683716,0.43980735540390015,0.3711133301258087,86.0,263.0,0.2687876224517822,0.3425000011920929,0.6143497824668884,0.9449445009231567,4514.0,137.0
2,236,0.3572103679180145,,,,,,,,,,,,,,,
3,315,,0.9312000274658203,0.9346063137054443,0.32645151019096375,0.773758053779602,0.6349999904632568,0.43790850043296814,0.3822597563266754,89.0,255.0,0.2402033507823944,0.3444730043411255,0.6008968353271484,0.9466192126274109,4522.0,134.0
3,315,0.3189407289028168,,,,,,,,,,,,,,,
4,394,,0.9305999875068665,0.9330545663833618,0.31351613998413086,0.7691690921783447,0.6500000357627869,0.4320785701274872,0.3762781322002411,91.0,256.0,0.22863879799842834,0.34020617604255676,0.591928243637085,0.9464098811149597,4521.0,132.0
4,394,0.30447694659233093,,,,,,,,,,,,,,,
5,473,,0.9279999732971191,0.9321684837341309,0.3009890615940094,0.7849082350730896,0.6449999809265137,0.4374999701976776,0.37362638115882874,83.0,277.0,0.22689904272556305,0.3357314169406891,0.6278026700019836,0.9420138001441956,4500.0,140.0
5,473,0.2968001067638397,,,,,,,,,,,,,,,
6,552,,0.9269999861717224,0.932241678237915,0.2985198497772217,0.7801099419593811,0.6399999856948853,0.43057721853256226,0.3851699233055115,85.0,280.0,0.21689683198928833,0.330143541097641,0.6188340783119202,0.941385805606842,4497.0,138.0
6,552,0.2904762029647827,,,,,,,,,,,,,,,
7,631,,0.9228000044822693,0.9333756566047668,0.30354535579681396,0.8014242649078369,0.6399999856948853,0.4356725215911865,0.38288769125938416,74.0,312.0,0.21329087018966675,0.3232104182243347,0.6681614518165588,0.9346870183944702,4465.0,149.0
7,631,0.287799596786499,,,,,,,,,,,,,,,
8,710,,0.9168000221252441,0.9324848055839539,0.29881805181503296,0.8175215721130371,0.6399999856948853,0.431693971157074,0.38009950518608093,65.0,351.0,0.21990488469600677,0.31041258573532104,0.7085201740264893,0.9265229105949402,4426.0,158.0
8,710,0.2869911193847656,,,,,,,,,,,,,,,
9,789,,0.9186000227928162,0.9328593611717224,0.3001868426799774,0.8099136352539062,0.6299999952316284,0.4307692348957062,0.38629284501075745,69.0,338.0,0.21221919357776642,0.3130081295967102,0.6905829310417175,0.9292442798614502,4439.0,154.0
9,789,0.2850218117237091,,,,,,,,,,,,,,,
10,868,,0.9228000044822693,0.9337633848190308,0.3055298328399658,0.8014242649078369,0.6449999809265137,0.4356725215911865,0.3837563395500183,74.0,312.0,0.21509316563606262,0.3232104182243347,0.6681614518165588,0.9346870183944702,4465.0,149.0
10,868,0.281821072101593,,,,,,,,,,,,,,,
11,947,,0.9204000234603882,0.9344466924667358,0.30325889587402344,0.8172681331634521,0.625,0.4410112500190735,0.3866090774536133,66.0,332.0,0.20466576516628265,0.32106339931488037,0.7040358781814575,0.930500328540802,4445.0,157.0
11,947,0.2846863567829132,,,,,,,,,,,,,,,
12,1026,,0.9211999773979187,0.9350850582122803,0.3111155033111572,0.8069993257522583,0.6399999856948853,0.43553006649017334,0.38723403215408325,71.0,323.0,0.20825505256652832,0.3199999928474426,0.681614339351654,0.9323843121528625,4454.0,152.0
12,1026,0.27965715527534485,,,,,,,,,,,,,,,
13,1105,,0.9161999821662903,0.9333784580230713,0.3015611171722412,0.8214825391769409,0.6299999952316284,0.4330175817012787,0.3814432919025421,63.0,356.0,0.2107333540916443,0.3100775182247162,0.7174887657165527,0.9254762530326843,4421.0,160.0
13,1105,0.27941572666168213,,,,,,,,,,,,,,,
14,1184,,0.932200014591217,0.9356436133384705,0.31243786215782166,0.7700064182281494,0.6399999856948853,0.4378109276294708,0.389361709356308,91.0,248.0,0.20662018656730652,0.34736841917037964,0.591928243637085,0.9480845928192139,4529.0,132.0
14,1184,0.2746751308441162,,,,,,,,,,,,,,,
15,1263,,0.9143999814987183,0.9342964887619019,0.3065713346004486,0.8312278985977173,0.6000000238418579,0.4353561997413635,0.4000000059604645,58.0,370.0,0.20186562836170197,0.30841121077537537,0.7399103045463562,0.9225455522537231,4407.0,165.0
15,1263,0.2783167362213135,,,,,,,,,,,,,,,
16,1342,,0.9205999970436096,0.9334666728973389,0.3009311556816101,0.8109602928161621,0.625,0.4368794560432434,0.39955848455429077,69.0,328.0,0.2024303525686264,0.3195020854473114,0.6905829310417175,0.9313376545906067,4449.0,154.0
16,1342,0.2769440710544586,,,,,,,,,,,,,,,
17,1421,,0.9197999835014343,0.9343763589859009,0.30583253502845764,0.8105416297912598,0.6299999952316284,0.43441465497016907,0.38847383856773376,69.0,332.0,0.2053467333316803,0.31687241792678833,0.6905829310417175,0.930500328540802,4445.0,154.0
17,1421,0.2761586308479309,,,,,,,,,,,,,,,
18,1500,,0.9197999835014343,0.9353507161140442,0.3102303743362427,0.8190915584564209,0.625,0.4407252371311188,0.39603960514068604,65.0,336.0,0.2016667127609253,0.3198380470275879,0.7085201740264893,0.9296629428863525,4441.0,158.0
18,1500,0.2773272395133972,,,,,,,,,,,,,,,
19,1579,,0.9265999794006348,0.937251627445221,0.32553791999816895,0.7970004677772522,0.6349999904632568,0.4430956244468689,0.38818565011024475,77.0,290.0,0.20734240114688873,0.3348623812198639,0.6547085046768188,0.9392924308776855,4487.0,146.0
19,1579,0.27352848649024963,,,,,,,,,,,,,,,
20,1658,,0.9192000031471252,0.9364827871322632,0.32193440198898315,0.810227632522583,0.6200000047683716,0.432584285736084,0.39737990498542786,69.0,335.0,0.20462895929813385,0.31492841243743896,0.6905829310417175,0.9298723340034485,4442.0,154.0
20,1658,0.2768882215023041,,,,,,,,,,,,,,,
21,1737,,0.9200000166893005,0.9355506896972656,0.3115372061729431,0.8149212598800659,0.6050000190734863,0.43820223212242126,0.4087759852409363,67.0,333.0,0.19540086388587952,0.3190183937549591,0.6995515823364258,0.9302909970283508,4444.0,156.0
21,1737,0.272418349981308,,,,,,,,,,,,,,,
22,1816,,0.9279999732971191,0.9360650777816772,0.3176129460334778,0.7913206815719604,0.6299999952316284,0.44272446632385254,0.39087948203086853,80.0,280.0,0.20243917405605316,0.33806145191192627,0.6412556171417236,0.941385805606842,4497.0,143.0
22,1816,0.27599531412124634,,,,,,,,,,,,,,,
23,1895,,0.9168000221252441,0.9366884231567383,0.32306617498397827,0.823934018611908,0.6200000047683716,0.43631431460380554,0.38629284501075745,62.0,354.0,0.207254558801651,0.3126213550567627,0.7219731211662292,0.9258949160575867,4423.0,161.0
23,1895,0.2746867537498474,,,,,,,,,,,,,,,
24,1974,,0.9279999732971191,0.9378327131271362,0.32979854941368103,0.7998706102371216,0.6299999952316284,0.44954124093055725,0.3995485305786133,76.0,284.0,0.19840173423290253,0.34106728434562683,0.6591928005218506,0.9405484795570374,4493.0,147.0
24,1974,0.27359235286712646,,,,,,,,,,,,,,,
25,2053,,0.9301999807357788,0.9376806020736694,0.3291906714439392,0.7903345823287964,0.6200000047683716,0.44865718483924866,0.4022727310657501,81.0,268.0,0.1981772929430008,0.34634146094322205,0.6367713212966919,0.9438978433609009,4509.0,142.0
25,2053,0.27088087797164917,,,,,,,,,,,,,,,
26,2132,,0.9337999820709229,0.9370855093002319,0.32722172141075134,0.7687062621116638,0.625,0.44182124733924866,0.40820980072021484,92.0,239.0,0.19807179272174835,0.3540540635585785,0.5874439477920532,0.9499685764312744,4538.0,131.0
26,2132,0.27096959948539734,,,,,,,,,,,,,,,
27,2211,,0.9246000051498413,0.9367029666900635,0.3240164816379547,0.8002287745475769,0.6150000095367432,0.43982169032096863,0.405929297208786,75.0,302.0,0.1974756419658661,0.3288888931274414,0.6636771559715271,0.9367803931236267,4475.0,148.0
27,2211,0.270039826631546,,,,,,,,,,,,,,,
28,2290,,0.9259999990463257,0.9381865859031677,0.3349224925041199,0.8073738813400269,0.625,0.4494047462940216,0.3973509967327118,72.0,298.0,0.20249822735786438,0.33630290627479553,0.6771300435066223,0.9376177787780762,4479.0,151.0
28,2290,0.2696240246295929,,,,,,,,,,,,,,,
