epoch,step,train_loss,val_auroc,val_f1,val_loss
0,49,0.2495187371969223,,,
0,99,0.10699227452278137,,,
0,149,0.06102779507637024,,,
0,175,,0.9219024181365967,0.0,0.12094198912382126
1,199,0.1588960886001587,,,
1,249,0.13335469365119934,,,
1,299,0.10418185591697693,,,
1,349,0.12698756158351898,,,
1,351,,0.9332207441329956,0.0,0.11225338280200958
2,399,0.1218816339969635,,,
2,449,0.08552400022745132,,,
2,499,0.10540183633565903,,,
2,527,,0.9339144229888916,0.0,0.11180193722248077
3,549,0.12830109894275665,,,
3,599,0.10327509045600891,,,
3,649,0.14195533096790314,,,
3,699,0.11464075744152069,,,
3,703,,0.935157299041748,0.0,0.11124158650636673
4,749,0.1352965533733368,,,
4,799,0.1107572615146637,,,
4,849,0.10261918604373932,,,
4,879,,0.9359224438667297,0.0,0.11046753078699112
5,899,0.1493096947669983,,,
5,949,0.10427160561084747,,,
5,999,0.159504234790802,,,
5,1049,0.08841923624277115,,,
5,1055,,0.9351508021354675,0.0,0.11096368730068207
6,1099,0.10129132866859436,,,
6,1149,0.09660610556602478,,,
6,1199,0.09690201282501221,,,
6,1231,,0.9354127645492554,0.0,0.11115729808807373
7,1249,0.08296938240528107,,,
7,1299,0.0625402107834816,,,
7,1349,0.0948152020573616,,,
7,1399,0.0776757299900055,,,
7,1407,,0.9335305690765381,0.0,0.11216025054454803
8,1449,0.10956431180238724,,,
8,1499,0.07696700096130371,,,
8,1549,0.11249396204948425,,,
8,1583,,0.9355497360229492,0.0,0.1107003316283226
9,1599,0.10080572962760925,,,
9,1649,0.12441281974315643,,,
9,1699,0.11216215789318085,,,
9,1749,0.08980101346969604,,,
9,1759,,0.9349339008331299,0.0,0.11096476018428802
10,1799,0.11906721442937851,,,
10,1849,0.08985123038291931,,,
10,1899,0.09767081588506699,,,
10,1935,,0.9351789355278015,0.0,0.11092045903205872
11,1949,0.11076794564723969,,,
11,1999,0.05400126427412033,,,
11,2049,0.14425873756408691,,,
11,2099,0.11909519881010056,,,
11,2111,,0.9337838888168335,0.0,0.1120588481426239
12,2149,0.10441488772630692,,,
12,2199,0.098344586789608,,,
12,2249,0.1403474062681198,,,
12,2287,,0.9333399534225464,0.0,0.11214151978492737
13,2299,0.10760325193405151,,,
13,2349,0.08322085440158844,,,
13,2399,0.09576570242643356,,,
13,2449,0.13287554681301117,,,
13,2463,,0.9339717626571655,0.0,0.11151637881994247
14,2499,0.11160758137702942,,,
14,2549,0.08173385262489319,,,
14,2599,0.10107867419719696,,,
14,2639,,0.9337032437324524,0.0,0.11262628436088562
15,2649,0.1396138221025467,,,
15,2699,0.12138688564300537,,,
15,2749,0.1458497941493988,,,
15,2799,0.12885475158691406,,,
15,2815,,0.9338562488555908,0.0,0.11247526854276657
16,2849,0.08713522553443909,,,
16,2899,0.11753600835800171,,,
16,2949,0.09373293817043304,,,
16,2991,,0.9324876070022583,0.0,0.11231621354818344
17,2999,0.05080019310116768,,,
17,3049,0.0756581723690033,,,
17,3099,0.1137823760509491,,,
17,3149,0.10805127024650574,,,
17,3167,,0.932755172252655,0.0,0.1127810925245285
18,3199,0.10733101516962051,,,
18,3249,0.14957889914512634,,,
18,3299,0.10521497577428818,,,
18,3343,,0.9309846758842468,0.0,0.11353573203086853
19,3349,0.08349739015102386,,,
19,3399,0.11392669379711151,,,
19,3449,0.116005539894104,,,
19,3499,0.125309020280838,,,
19,3519,,0.9323026537895203,0.0,0.1128946989774704
20,3549,0.14218077063560486,,,
20,3599,0.17779138684272766,,,
20,3649,0.11065657436847687,,,
20,3695,,0.9305753707885742,0.0,0.11489847302436829
21,3699,0.07487442344427109,,,
21,3749,0.11533097177743912,,,
21,3799,0.10065983235836029,,,
21,3849,0.09693972021341324,,,
21,3871,,0.9303594827651978,0.0,0.11873926967382431
22,3899,0.07373186945915222,,,
22,3949,0.0699913501739502,,,
22,3999,0.08853752166032791,,,
22,4047,,0.9295879602432251,0.008810572326183319,0.11551400274038315
23,4049,0.11451581865549088,,,
23,4099,0.1086948961019516,,,
23,4149,0.12978503108024597,,,
23,4199,0.1156301274895668,,,
23,4223,,0.9288396835327148,0.017094017937779427,0.11533141881227493
24,4249,0.10905346274375916,,,
24,4299,0.15385425090789795,,,
24,4349,0.12706486880779266,,,
24,4399,0.08204953372478485,,,
24,4399,,0.9259737730026245,0.058091286569833755,0.11671854555606842
25,4449,0.11512847989797592,,,
25,4499,0.1322784572839737,,,
25,4549,0.08038454502820969,,,
25,4575,,0.9272007346153259,0.03333333507180214,0.11626055836677551
26,4599,0.11791042983531952,,,
26,4649,0.09689373522996902,,,
26,4699,0.08458124846220016,,,
26,4749,0.12667568027973175,,,
26,4751,,0.928760826587677,0.025641025975346565,0.11475712805986404
27,4799,0.16033829748630524,,,
27,4849,0.14233499765396118,,,
27,4899,0.1129370778799057,,,
27,4927,,0.9248697757720947,0.1660899668931961,0.11929389834403992
28,4949,0.0923292338848114,,,
28,4999,0.10624100267887115,,,
28,5049,0.10821209102869034,,,
28,5099,0.09139937907457352,,,
28,5103,,0.9264224767684937,0.06530611962080002,0.11728592216968536
29,5149,0.11095499992370605,,,
29,5199,0.10511734336614609,,,
29,5249,0.1081603541970253,,,
29,5279,,0.9241986274719238,0.03448275849223137,0.12118375301361084
30,5299,0.09037816524505615,,,
30,5349,0.10935370624065399,,,
30,5399,0.05863369256258011,,,
30,5449,0.08900510519742966,,,
30,5455,,0.9247449636459351,0.056680161505937576,0.11765770614147186
