epoch,step,train_loss,val_auroc,val_f1,val_loss
0,49,0.8421589136123657,,,
0,87,,0.922535240650177,0.3230016231536865,0.6821725368499756
1,99,0.7877333164215088,,,
1,149,0.559941291809082,,,
1,175,,0.9325401782989502,0.32905295491218567,0.5987492799758911
2,199,0.527431845664978,,,
2,249,0.5501208305358887,,,
2,263,,0.9346269369125366,0.34280791878700256,0.5799872875213623
3,299,0.7296133637428284,,,
3,349,0.594973623752594,,,
3,351,,0.9352390170097351,0.3336113393306732,0.5687965154647827
4,399,0.6130706071853638,,,
4,439,,0.9356858134269714,0.3349834978580475,0.5616402626037598
5,449,0.5438300967216492,,,
5,499,0.6605502367019653,,,
5,527,,0.935125470161438,0.34358975291252136,0.5573413372039795
6,549,0.5462647676467896,,,
6,599,0.6544176340103149,,,
6,615,,0.9357327818870544,0.34121620655059814,0.5509552955627441
7,649,0.45409095287323,,,
7,699,0.7775686383247375,,,
7,703,,0.9345176219940186,0.3464163839817047,0.555625855922699
8,749,0.4846493601799011,,,
8,791,,0.9347790479660034,0.3472949266433716,0.5549948811531067
9,799,0.4780579209327698,,,
9,849,0.5368354320526123,,,
9,879,,0.9342271089553833,0.33607909083366394,0.5506212115287781
10,899,0.5858455896377563,,,
10,949,0.5039601922035217,,,
10,967,,0.9343124628067017,0.3267871141433716,0.5500173568725586
11,999,0.4775448441505432,,,
11,1049,0.6325978636741638,,,
11,1055,,0.9345575571060181,0.3366174101829529,0.5477501153945923
12,1099,0.4438815116882324,,,
12,1143,,0.9342758655548096,0.331447035074234,0.5472413897514343
13,1149,0.45691120624542236,,,
13,1199,0.6309332847595215,,,
13,1231,,0.9346879720687866,0.331447035074234,0.5447583198547363
14,1249,0.40178191661834717,,,
14,1299,0.44900524616241455,,,
14,1319,,0.933929443359375,0.3484320640563965,0.553817868232727
15,1349,0.5170381665229797,,,
15,1399,0.49450504779815674,,,
15,1407,,0.9341275691986084,0.3366500735282898,0.5465149283409119
16,1449,0.5132666230201721,,,
16,1495,,0.9343829154968262,0.34353742003440857,0.5472260117530823
17,1499,0.46426475048065186,,,
17,1549,0.5205766558647156,,,
17,1583,,0.9334516525268555,0.33666667342185974,0.5482421517372131
18,1599,0.5431593060493469,,,
18,1649,0.4701511859893799,,,
18,1671,,0.9339361190795898,0.33442622423171997,0.5457711815834045
19,1699,0.39265337586402893,,,
19,1749,0.49951720237731934,,,
19,1759,,0.933434784412384,0.34183672070503235,0.5495162010192871
20,1799,0.5627233386039734,,,
20,1847,,0.9339126348495483,0.34183672070503235,0.5481487512588501
21,1849,0.5568429827690125,,,
21,1899,0.6067222356796265,,,
21,1935,,0.9340102076530457,0.3386155068874359,0.5454057455062866
22,1949,0.5238399505615234,,,
22,1999,0.4794486463069916,,,
22,2023,,0.933688223361969,0.33835846185684204,0.546694815158844
23,2049,0.4279714822769165,,,
23,2099,0.5358680486679077,,,
23,2111,,0.9338487386703491,0.33866891264915466,0.5467799305915833
24,2149,0.4551777243614197,,,
24,2199,0.5358582735061646,,,
24,2199,,0.9336432218551636,0.33949580788612366,0.5470830798149109
25,2249,0.521278977394104,,,
25,2287,,0.9337088465690613,0.3403894901275635,0.5475857853889465
26,2299,0.4653027653694153,,,
26,2349,0.5319526195526123,,,
26,2375,,0.9337285757064819,0.3400673270225525,0.5470690727233887
27,2399,0.5277771353721619,,,
27,2449,0.47120869159698486,,,
27,2463,,0.9336938858032227,0.3400673270225525,0.5471438765525818
28,2499,0.43890950083732605,,,
28,2549,0.4232412278652191,,,
28,2551,,0.9336976408958435,0.3400673270225525,0.5470351576805115
29,2599,0.5407301187515259,,,
29,2639,,0.9337032437324524,0.3397813141345978,0.5470060110092163
30,2640,,0.9337032437324524,0.3397813141345978,0.5470060110092163
