epoch,step,train_loss,val_auroc,val_average_precision,val_f1,val_loss,val_precision,val_recall
0,175,,0.9143147468566895,0.2829322814941406,0.0,0.45463085174560547,0.0,0.0
0,175,0.6711891889572144,,,,,,
1,351,,0.9205808639526367,0.2609167993068695,0.0,0.34019461274147034,0.0,0.0
1,351,0.42486441135406494,,,,,,
2,527,,0.918739914894104,0.2561831772327423,0.0,0.3170475959777832,0.0,0.0
2,527,0.37005242705345154,,,,,,
3,703,,0.9179410934448242,0.25183624029159546,0.0,0.3128395676612854,0.0,0.0
3,703,0.34941163659095764,,,,,,
4,879,,0.9221014976501465,0.2687906324863434,0.0,0.2996578514575958,0.0,0.0
4,879,0.328719824552536,,,,,,
5,1055,,0.9203188419342041,0.25830012559890747,0.0,0.30271032452583313,0.0,0.0
5,1055,0.3294222056865692,,,,,,
6,1231,,0.9257795214653015,0.28326138854026794,0.0,0.2981518805027008,0.0,0.0
6,1231,0.31987547874450684,,,,,,
7,1407,,0.9340313076972961,0.3243473768234253,0.017467249184846878,0.29740601778030396,0.3333333432674408,0.008968610316514969
7,1407,0.3210223317146301,,,,,,
