epoch,step,train_loss,val_auroc,val_average_precision,val_f1,val_loss,val_precision,val_recall
0,175,,0.9050222039222717,0.25166380405426025,0.0,0.5422536134719849,0.0,0.0
0,175,0.583556056022644,,,,,,
1,351,,0.9205436706542969,0.2916872203350067,0.0,0.44218042492866516,0.0,0.0
1,351,0.4368765652179718,,,,,,
2,527,,0.9302731156349182,0.3166363835334778,0.0,0.38101455569267273,0.0,0.0
2,527,0.3889943063259125,,,,,,
3,703,,0.9331203103065491,0.33510830998420715,0.0,0.36269333958625793,0.0,0.0
3,703,0.3583981692790985,,,,,,
4,879,,0.9329729080200195,0.30922356247901917,0.0,0.3523132801055908,0.0,0.0
4,879,0.34484779834747314,,,,,,
5,1055,,0.9344795346260071,0.32645919919013977,0.0,0.3340756595134735,0.0,0.0
5,1055,0.33692699670791626,,,,,,
6,1231,,0.9346588253974915,0.32109785079956055,0.0,0.3297886252403259,0.0,0.0
6,1231,0.33255064487457275,,,,,,
7,1407,,0.9349151253700256,0.3215291202068329,0.0,0.3286597430706024,0.0,0.0
7,1407,0.32768553495407104,,,,,,
8,1583,,0.935504674911499,0.3241429328918457,0.0260869562625885,0.31610342860221863,0.4285714328289032,0.013452914543449879
8,1583,0.3224338889122009,,,,,,
9,1759,,0.9352474808692932,0.3232056200504303,0.0,0.3185552954673767,0.0,0.0
9,1759,0.31902334094047546,,,,,,
10,1935,,0.9354407787322998,0.3243637681007385,0.07228915393352509,0.31767863035202026,0.3461538553237915,0.04035874456167221
10,1935,0.31821194291114807,,,,,,
11,2111,,0.9354343414306641,0.3245212435722351,0.008810573257505894,0.3158405125141144,0.25,0.0044843051582574844
11,2111,0.30954399704933167,,,,,,
12,2287,,0.9354830980300903,0.32496869564056396,0.0734693855047226,0.3130780756473541,0.40909090638160706,0.04035874456167221
12,2287,0.31037330627441406,,,,,,
13,2463,,0.935983419418335,0.32689207792282104,0.08661417663097382,0.32111042737960815,0.35483869910240173,0.04932735487818718
13,2463,0.31320029497146606,,,,,,
14,2639,,0.9351893067359924,0.3228555917739868,0.0,0.3102293908596039,0.0,0.0
14,2639,0.30984386801719666,,,,,,
15,2815,,0.9354107975959778,0.32486292719841003,0.07905137538909912,0.3190111219882965,0.3333333432674408,0.044843047857284546
15,2815,0.3098827600479126,,,,,,
16,2991,,0.935880184173584,0.327343225479126,0.23270440101623535,0.3136594295501709,0.38947367668151855,0.16591928899288177
16,2991,0.3072274327278137,,,,,,
17,3167,,0.9362208843231201,0.3274819254875183,0.0,0.31292858719825745,0.0,0.0
17,3167,0.30795639753341675,,,,,,
18,3343,,0.9354276657104492,0.3238151967525482,0.15172414481639862,0.3093482255935669,0.3283582031726837,0.09865470975637436
18,3343,0.30647796392440796,,,,,,
19,3519,,0.9364039897918701,0.32377439737319946,0.2522522807121277,0.30870527029037476,0.38181817531585693,0.18834081292152405
19,3519,0.3060668706893921,,,,,,
20,3695,,0.9360228776931763,0.325254887342453,0.2865329384803772,0.30743375420570374,0.3968254029750824,0.22421523928642273
20,3695,0.30620354413986206,,,,,,
21,3871,,0.9363964796066284,0.3248431086540222,0.30083563923835754,0.3080560266971588,0.3970588147640228,0.24215246737003326
21,3871,0.2991315424442291,,,,,,
22,4047,,0.9360566139221191,0.32304906845092773,0.3089430630207062,0.30685919523239136,0.3904109597206116,0.2556053698062897
22,4047,0.30905574560165405,,,,,,
23,4223,,0.9357562065124512,0.3223356008529663,0.23564954102039337,0.31642550230026245,0.3611111044883728,0.17488789558410645
23,4223,0.30551376938819885,,,,,,
24,4399,,0.936395525932312,0.3233824074268341,0.24848484992980957,0.30648067593574524,0.38317757844924927,0.18385650217533112
24,4399,0.30775102972984314,,,,,,
25,4575,,0.9363288283348083,0.3230094611644745,0.33421748876571655,0.3031294643878937,0.40909090638160706,0.2825112044811249
25,4575,0.30081209540367126,,,,,,
26,4751,,0.9367503523826599,0.3231366276741028,0.32345011830329895,0.3025343716144562,0.4054054021835327,0.2690582871437073
26,4751,0.30114877223968506,,,,,,
27,4927,,0.9368005990982056,0.32418808341026306,0.21249999105930328,0.30264896154403687,0.3505154550075531,0.15246637165546417
27,4927,0.3025948703289032,,,,,,
28,5103,,0.9366706609725952,0.32401686906814575,0.32189974188804626,0.29837676882743835,0.3910256326198578,0.2735426127910614
28,5103,0.30533939599990845,,,,,,
29,5279,,0.9362050294876099,0.3232702612876892,0.3254593014717102,0.31006649136543274,0.39240506291389465,0.27802690863609314
29,5279,0.2995222508907318,,,,,,
30,5455,,0.9368075728416443,0.32423675060272217,0.35768261551856995,0.2985919117927551,0.4080459773540497,0.31838566064834595
30,5455,0.3030977249145508,,,,,,
31,5631,,0.9362528920173645,0.3225625455379486,0.3700234293937683,0.3012823760509491,0.38725489377975464,0.35426008701324463
31,5631,0.3001619875431061,,,,,,
32,5807,,0.9363242387771606,0.32408973574638367,0.37727272510528564,0.29939165711402893,0.382488489151001,0.37219730019569397
32,5807,0.29776880145072937,,,,,,
33,5983,,0.9363955855369568,0.3253110647201538,0.3785046935081482,0.30457961559295654,0.3951219618320465,0.3632287085056305
33,5983,0.3000392019748688,,,,,,
34,6159,,0.9370169043540955,0.3262689411640167,0.3802816867828369,0.30405357480049133,0.39901477098464966,0.3632287085056305
34,6159,0.29899677634239197,,,,,,
35,6335,,0.9367832541465759,0.32601872086524963,0.357320100069046,0.3029387593269348,0.4000000059604645,0.3228699564933777
35,6335,0.30075857043266296,,,,,,
