epoch,step,train_loss,val_accuracy_optimized,val_auroc,val_average_precision,val_balanced_accuracy_optimized,val_best_threshold,val_f1_optimized,val_f1_threshold_05,val_false_negatives,val_false_positives,val_loss,val_precision_optimized,val_recall_optimized,val_specificity_optimized,val_true_negatives,val_true_positives
0,78,,0.9204000234603882,0.8919756412506104,0.2530611753463745,0.7051664590835571,0.5300000309944153,0.34539473056793213,0.3333333432674408,119.0,279.0,0.47714394330978394,0.2734375,0.46875,0.9415829181671143,4497.0,105.0
0,78,0.5752943754196167,,,,,,,,,,,,,,,
1,157,,0.9308000206947327,0.9228788614273071,0.3006928861141205,0.7318848371505737,0.5350000262260437,0.399305522441864,0.38922154903411865,109.0,237.0,0.2956264019012451,0.3267045319080353,0.5133928656578064,0.9503768682479858,4539.0,115.0
1,157,0.37285444140434265,,,,,,,,,,,,,,,
2,236,,0.9300000071525574,0.9303820133209229,0.30464059114456177,0.769760251045227,0.5149999856948853,0.4318181574344635,0.425465852022171,91.0,259.0,0.2095567137002945,0.3392857015132904,0.59375,0.9457705020904541,4517.0,133.0
2,236,0.2773250937461853,,,,,,,,,,,,,,,
3,315,,0.9205999970436096,0.9321794509887695,0.32334062457084656,0.8180261254310608,0.4949999749660492,0.44319772720336914,0.44126075506210327,66.0,331.0,0.18266817927360535,0.32310837507247925,0.7053571343421936,0.930695116519928,4445.0,158.0
3,315,0.23878276348114014,,,,,,,,,,,,,,,
4,394,,0.9354000091552734,0.9354847073554993,0.3257383704185486,0.7725868821144104,0.5600000023841858,0.4516128897666931,0.4349070191383362,91.0,232.0,0.16223451495170593,0.3643835484981537,0.59375,0.9514237642288208,4544.0,133.0
4,394,0.2181824892759323,,,,,,,,,,,,,,,
5,473,,0.9351999759674072,0.936598002910614,0.32875558733940125,0.7831194400787354,0.5550000071525574,0.4599999785423279,0.4390934705734253,86.0,238.0,0.15251995623111725,0.36702126264572144,0.6160714030265808,0.9501674771308899,4538.0,138.0
5,473,0.20820680260658264,,,,,,,,,,,,,,,
6,552,,0.9264000058174133,0.9366456270217896,0.31683290004730225,0.8104249238967896,0.5250000357627869,0.4540059268474579,0.4453781545162201,71.0,297.0,0.15053203701972961,0.3400000035762787,0.6830357313156128,0.9378140568733215,4479.0,153.0
6,552,0.2007826268672943,,,,,,,,,,,,,,,
7,631,,0.9282000064849854,0.9363175630569458,0.3181561231613159,0.8007298707962036,0.5350000262260437,0.4519084095954895,0.44972068071365356,76.0,283.0,0.14643512666225433,0.3433874845504761,0.6607142686843872,0.9407454133033752,4493.0,148.0
7,631,0.19844883680343628,,,,,,,,,,,,,,,
8,710,,0.9372000098228455,0.9375672936439514,0.32243481278419495,0.7650192975997925,0.5600000023841858,0.45104897022247314,0.44640234112739563,95.0,219.0,0.14104914665222168,0.37068966031074524,0.5758928656578064,0.9541457295417786,4557.0,129.0
8,710,0.1969592273235321,,,,,,,,,,,,,,,
9,789,,0.9297999739646912,0.9368447661399841,0.31691640615463257,0.8036948442459106,0.5300000309944153,0.4591679275035858,0.4457142949104309,75.0,276.0,0.1425485908985138,0.35058823227882385,0.6651785969734192,0.9422110319137573,4500.0,149.0
9,789,0.1972740739583969,,,,,,,,,,,,,,,
10,868,,0.9273999929428101,0.9378748536109924,0.3209310472011566,0.8045660257339478,0.5199999809265137,0.4524887204170227,0.44034090638160706,74.0,289.0,0.13907349109649658,0.3416856527328491,0.6696428656578064,0.9394891262054443,4487.0,150.0
10,868,0.19405150413513184,,,,,,,,,,,,,,,
