epoch,step,train_loss,val_accuracy_optimized,val_auroc,val_average_precision,val_balanced_accuracy_optimized,val_best_threshold,val_f1_optimized,val_f1_threshold_05,val_false_negatives,val_false_positives,val_loss,val_precision_optimized,val_recall_optimized,val_specificity_optimized,val_true_negatives,val_true_positives
0,175,,0.923799991607666,0.9187681674957275,0.2911608815193176,0.7335480451583862,0.625,0.3804877996444702,0.3491460978984833,106.0,275.0,0.4571671783924103,0.2984693944454193,0.5246636867523193,0.9424324631690979,4502.0,117.0
0,175,0.6232886910438538,,,,,,,,,,,,,,,
1,351,,0.9178000092506409,0.9266740083694458,0.2820350229740143,0.7881201505661011,0.6399999856948853,0.41201719641685486,0.3670634925365448,79.0,332.0,0.3455606997013092,0.3025210201740265,0.6457399129867554,0.930500328540802,4445.0,144.0
1,351,0.39582470059394836,,,,,,,,,,,,,,,
2,527,,0.9129999876022339,0.9256874918937683,0.2680959105491638,0.8048454523086548,0.6349999904632568,0.41295546293258667,0.368794322013855,70.0,365.0,0.3194926381111145,0.2953667938709259,0.6860986351966858,0.923592209815979,4412.0,153.0
2,527,0.3475044369697571,,,,,,,,,,,,,,,
3,703,,0.9111999869346619,0.925164520740509,0.2582593262195587,0.8167283535003662,0.6349999904632568,0.4173228442668915,0.3658536672592163,64.0,380.0,0.31020960211753845,0.2949907183647156,0.713004469871521,0.9204521775245667,4397.0,159.0
3,703,0.3291724920272827,,,,,,,,,,,,,,,
4,879,,0.9154000282287598,0.9273949861526489,0.2764244079589844,0.7975515127182007,0.6500000357627869,0.4133148491382599,0.37449392676353455,74.0,349.0,0.30656614899635315,0.2991967797279358,0.6681614518165588,0.9269415736198425,4428.0,149.0
4,879,0.3207940459251404,,,,,,,,,,,,,,,
5,1055,,0.9261999726295471,0.9302046298980713,0.29855838418006897,0.7754163146018982,0.6800000071525574,0.4243369996547699,0.3733333349227905,87.0,282.0,0.30423101782798767,0.3253588378429413,0.6098654866218567,0.9409671425819397,4495.0,136.0
5,1055,0.3129451274871826,,,,,,,,,,,,,,,
6,1231,,0.923799991607666,0.9306561350822449,0.2975963056087494,0.7827101945877075,0.6500000357627869,0.42360058426856995,0.3911602199077606,83.0,298.0,0.29898685216903687,0.31963470578193665,0.6278026700019836,0.9376177787780762,4479.0,140.0
6,1231,0.313469260931015,,,,,,,,,,,,,,,
7,1407,,0.9229999780654907,0.9331175088882446,0.32495298981666565,0.7929790019989014,0.6449999809265137,0.4296296238899231,0.3870292901992798,78.0,307.0,0.30016764998435974,0.3207964599132538,0.6502242088317871,0.9357337355613708,4470.0,145.0
7,1407,0.30721038579940796,,,,,,,,,,,,,,,
8,1583,,0.9283999800682068,0.9335511922836304,0.32489776611328125,0.7680177092552185,0.6500000357627869,0.4244372844696045,0.39344263076782227,91.0,267.0,0.29648876190185547,0.3308270573616028,0.591928243637085,0.944107174873352,4510.0,132.0
8,1583,0.3068715035915375,,,,,,,,,,,,,,,
9,1759,,0.9222000241279602,0.9339069724082947,0.32472512125968933,0.7925602793693542,0.6399999856948853,0.42709869146347046,0.38534030318260193,78.0,311.0,0.29703575372695923,0.3179824650287628,0.6502242088317871,0.9348963499069214,4466.0,145.0
9,1759,0.306629478931427,,,,,,,,,,,,,,,
10,1935,,0.9118000268936157,0.9329541325569153,0.32191696763038635,0.8191797733306885,0.6299999952316284,0.420499324798584,0.37462833523750305,63.0,378.0,0.30199500918388367,0.29739776253700256,0.7174887657165527,0.920870840549469,4399.0,160.0
10,1935,0.3039622902870178,,,,,,,,,,,,,,,
11,2111,,0.9190000295639038,0.9338693618774414,0.3289993703365326,0.799435555934906,0.6200000047683716,0.4238976240158081,0.3818565309047699,74.0,331.0,0.2957143485546112,0.31041666865348816,0.6681614518165588,0.9307096600532532,4446.0,149.0
11,2111,0.3000847101211548,,,,,,,,,,,,,,,
12,2287,,0.9197999835014343,0.9341481328010559,0.32830584049224854,0.8019917011260986,0.625,0.42796003818511963,0.38413360714912415,73.0,328.0,0.2966903746128082,0.31380751729011536,0.6726457476615906,0.9313376545906067,4449.0,150.0
12,2287,0.3017313480377197,,,,,,,,,,,,,,,
13,2463,,0.920799970626831,0.9343575239181519,0.3315615653991699,0.798240065574646,0.6150000095367432,0.42774567008018494,0.39824944734573364,75.0,321.0,0.29440873861312866,0.3155650198459625,0.6636771559715271,0.9328030347824097,4456.0,148.0
13,2463,0.2977890968322754,,,,,,,,,,,,,,,
14,2639,,0.921999990940094,0.9341726899147034,0.33175861835479736,0.7924556136131287,0.625,0.4264705777168274,0.38566911220550537,78.0,312.0,0.29594993591308594,0.3172866404056549,0.6502242088317871,0.9346870183944702,4465.0,145.0
