epoch,step,train_loss,val_auroc,val_f1,val_loss
0,49,1.1703295707702637,,,
0,99,0.7749336957931519,,,
0,149,0.7658261656761169,,,
0,175,,0.9161443710327148,0.2857142984867096,0.6559066772460938
1,199,0.6453760862350464,,,
1,249,0.6869145035743713,,,
1,299,0.6217874884605408,,,
1,349,0.5424047112464905,,,
1,351,,0.9284182786941528,0.3199999928474426,0.5787517428398132
2,399,0.6706991195678711,,,
2,449,0.7718070149421692,,,
2,499,0.8100248575210571,,,
2,527,,0.9331681728363037,0.3031609058380127,0.5640290975570679
3,549,0.6532038450241089,,,
3,599,0.8169023394584656,,,
3,649,0.5580532550811768,,,
3,699,1.1575567722320557,,,
3,703,,0.9349625110626221,0.31180399656295776,0.5561039447784424
4,749,0.68235844373703,,,
4,799,0.765631914138794,,,
4,849,0.6093142628669739,,,
4,879,,0.9358243346214294,0.3273296654224396,0.5496543645858765
5,899,0.5566056370735168,,,
5,949,0.5967099666595459,,,
5,999,0.5110656023025513,,,
5,1049,0.6228804588317871,,,
5,1055,,0.9357543587684631,0.32710281014442444,0.5504137277603149
6,1099,0.5965749025344849,,,
6,1149,0.52786785364151,,,
6,1199,0.4839009642601013,,,
6,1231,,0.9362828731536865,0.3309914171695709,0.54780113697052
7,1249,0.711725652217865,,,
7,1299,0.6033354997634888,,,
7,1349,0.5727630853652954,,,
7,1399,0.7266422510147095,,,
7,1407,,0.9365410208702087,0.31218087673187256,0.5469061136245728
8,1449,0.5312640070915222,,,
8,1499,0.7146804332733154,,,
8,1549,0.6126055121421814,,,
8,1583,,0.9369015097618103,0.32121211290359497,0.5462316274642944
9,1599,0.5417749881744385,,,
9,1649,0.5270829796791077,,,
9,1699,0.4850369095802307,,,
9,1749,0.5535109043121338,,,
9,1759,,0.9370807409286499,0.31791046261787415,0.5427876114845276
10,1799,0.5618056058883667,,,
10,1849,0.5406683683395386,,,
10,1899,0.6011070609092712,,,
10,1935,,0.9365043640136719,0.3312302827835083,0.5396276712417603
11,1949,0.6711549162864685,,,
11,1999,0.5329663753509521,,,
11,2049,0.6858363747596741,,,
11,2099,0.47951120138168335,,,
11,2111,,0.9362396597862244,0.32863849401474,0.545495867729187
12,2149,0.5684301853179932,,,
12,2199,0.5177066922187805,,,
12,2249,0.7422026991844177,,,
12,2287,,0.9360402226448059,0.3117647171020508,0.5416150689125061
13,2299,0.46453166007995605,,,
13,2349,0.4869459271430969,,,
