epoch,step,train_loss,val_auroc,val_average_precision,val_f1,val_loss,val_precision,val_recall
0,175,,0.9221221804618835,0.3266557455062866,0.0,0.428984135389328,0.0,0.0
0,175,0.5895968079566956,,,,,,
1,351,,0.9384249448776245,0.351784884929657,0.0,0.32895511388778687,0.0,0.0
1,351,0.41899165511131287,,,,,,
2,527,,0.9357478022575378,0.308699369430542,0.0,0.3039785623550415,0.0,0.0
2,527,0.37069258093833923,,,,,,
3,703,,0.9341040849685669,0.29888325929641724,0.0,0.29769375920295715,0.0,0.0
3,703,0.34685802459716797,,,,,,
4,879,,0.9350156188011169,0.3213125169277191,0.0,0.2946651577949524,0.0,0.0
4,879,0.3314727246761322,,,,,,
5,1055,,0.9323186278343201,0.2988625466823578,0.0,0.2913118600845337,0.0,0.0
5,1055,0.3265485167503357,,,,,,
6,1231,,0.9379838705062866,0.3372287154197693,0.008810573257505894,0.2895693778991699,0.25,0.0044843051582574844
6,1231,0.32682114839553833,,,,,,
7,1407,,0.9373586177825928,0.3268141448497772,0.0,0.28270962834358215,0.0,0.0
7,1407,0.32169872522354126,,,,,,
8,1583,,0.9358754754066467,0.3285778760910034,0.008849558420479298,0.2912493944168091,0.3333333432674408,0.0044843051582574844
8,1583,0.3180260956287384,,,,,,
9,1759,,0.9399964809417725,0.3369393050670624,0.017241379246115685,0.277442067861557,0.2222222238779068,0.008968610316514969
9,1759,0.31540918350219727,,,,,,
10,1935,,0.9364518523216248,0.3270528316497803,0.008849558420479298,0.2885562777519226,0.3333333432674408,0.0044843051582574844
10,1935,0.31640326976776123,,,,,,
11,2111,,0.9364030361175537,0.32723578810691833,0.0,0.28468120098114014,0.0,0.0
11,2111,0.31299909949302673,,,,,,
12,2287,,0.9428778886795044,0.34909990429878235,0.008849558420479298,0.27436429262161255,0.3333333432674408,0.0044843051582574844
12,2287,0.3097473978996277,,,,,,
13,2463,,0.9366264939308167,0.31870850920677185,0.0,0.28300347924232483,0.0,0.0
13,2463,0.3104947507381439,,,,,,
14,2639,,0.9420822858810425,0.35402265191078186,0.008658008649945259,0.28503143787384033,0.125,0.0044843051582574844
14,2639,0.3114977777004242,,,,,,
15,2815,,0.941280722618103,0.33934643864631653,0.008771929889917374,0.2803463041782379,0.20000000298023224,0.0044843051582574844
15,2815,0.3087175488471985,,,,,,
16,2991,,0.9401748180389404,0.3410646915435791,0.017241379246115685,0.28216037154197693,0.2222222238779068,0.008968610316514969
16,2991,0.30517318844795227,,,,,,
17,3167,,0.939340353012085,0.3283672630786896,0.008888889104127884,0.28717127442359924,0.5,0.0044843051582574844
17,3167,0.30748870968818665,,,,,,
18,3343,,0.9391985535621643,0.3376312553882599,0.008888889104127884,0.2847161889076233,0.5,0.0044843051582574844
18,3343,0.30412256717681885,,,,,,
19,3519,,0.938980758190155,0.3393520414829254,0.008849558420479298,0.2899229824542999,0.3333333432674408,0.0044843051582574844
19,3519,0.30521684885025024,,,,,,
