epoch,step,train_loss,val_auroc,val_f1,val_loss
0,49,1.1084325313568115,,,
0,99,1.2542829513549805,,,
0,149,0.8839395046234131,,,
0,175,,0.9238710403442383,0.2950354516506195,0.6578694581985474
1,199,0.6658656001091003,,,
1,249,0.495450496673584,,,
1,299,0.4799847900867462,,,
1,349,0.7491973638534546,,,
1,351,,0.9318360686302185,0.29838141798973083,0.5810500383377075
2,399,0.6358668208122253,,,
2,449,0.5278432965278625,,,
2,499,0.5354965925216675,,,
2,527,,0.9343598484992981,0.29754385352134705,0.5620435476303101
3,549,0.7091136574745178,,,
3,599,0.6375699639320374,,,
3,649,0.5069552063941956,,,
3,699,0.6220443248748779,,,
3,703,,0.9350025057792664,0.3142857253551483,0.5529812574386597
4,749,0.4693472981452942,,,
4,799,0.794854998588562,,,
4,849,0.5219268202781677,,,
4,879,,0.9356455206871033,0.3105224370956421,0.5482319593429565
5,899,0.5568286776542664,,,
5,949,0.8758252859115601,,,
5,999,0.33968642354011536,,,
5,1049,0.5881109237670898,,,
5,1055,,0.9354473948478699,0.3136363625526428,0.5504246354103088
6,1099,0.5423212051391602,,,
6,1149,0.6397994160652161,,,
6,1199,0.6812950968742371,,,
6,1231,,0.9361636638641357,0.31787073612213135,0.5457807779312134
7,1249,0.3995290994644165,,,
7,1299,0.554470419883728,,,
7,1349,0.45118188858032227,,,
7,1399,0.6165407299995422,,,
7,1407,,0.936170220375061,0.3157099783420563,0.5412728190422058
8,1449,0.3958923816680908,,,
8,1499,0.6455380320549011,,,
8,1549,0.6549302339553833,,,
8,1583,,0.9361748695373535,0.3095930218696594,0.5454311966896057
9,1599,0.7197421789169312,,,
9,1649,0.48438555002212524,,,
9,1699,0.4272562861442566,,,
9,1749,0.8612940907478333,,,
9,1759,,0.9361421465873718,0.3175097405910492,0.5450347065925598
10,1799,0.5982416868209839,,,
10,1849,0.42786481976509094,,,
10,1899,0.5070900917053223,,,
10,1935,,0.9364133477210999,0.31546708941459656,0.541519820690155
11,1949,0.6813853979110718,,,
11,1999,0.7481806874275208,,,
11,2049,0.40708160400390625,,,
11,2099,0.5371525883674622,,,
11,2111,,0.9359318017959595,0.31124347448349,0.5448134541511536
12,2149,0.4408181309700012,,,
12,2199,0.5753133296966553,,,
12,2249,0.5124711990356445,,,
12,2287,,0.9366002082824707,0.3153846263885498,0.5416287779808044
13,2299,0.7296984195709229,,,
13,2349,0.6036643981933594,,,
13,2399,0.8297887444496155,,,
13,2449,0.7779441475868225,,,
13,2463,,0.935687780380249,0.3132162094116211,0.5479867458343506
14,2499,0.45270147919654846,,,
14,2549,0.39647889137268066,,,
14,2599,0.5342344641685486,,,
14,2639,,0.9359270930290222,0.30624091625213623,0.5429600477218628
15,2649,0.46664953231811523,,,
15,2699,0.9906083345413208,,,
15,2749,0.5569679737091064,,,
15,2799,0.48664385080337524,,,
15,2815,,0.9364359378814697,0.31790122389793396,0.5422437787055969
16,2849,0.5101211071014404,,,
16,2899,0.6116413474082947,,,
16,2949,1.4038985967636108,,,
16,2991,,0.9361693263053894,0.31677019596099854,0.5426072478294373
17,2999,0.7355653047561646,,,
17,3049,0.6116566061973572,,,
17,3099,0.47567641735076904,,,
17,3149,0.472385972738266,,,
17,3167,,0.9363157153129578,0.3127383589744568,0.5425270795822144
18,3199,0.5818352699279785,,,
18,3249,0.5004599094390869,,,
18,3299,0.6720774173736572,,,
18,3343,,0.9355009198188782,0.3094170391559601,0.548006534576416
19,3349,0.46859750151634216,,,
19,3399,0.5291704535484314,,,
19,3449,0.41797736287117004,,,
19,3499,0.4859445095062256,,,
19,3519,,0.9360857009887695,0.31974920630455017,0.5456212759017944
20,3549,0.6103425621986389,,,
20,3599,0.6595686078071594,,,
20,3649,0.4174410104751587,,,
20,3695,,0.935579776763916,0.31354641914367676,0.5453405976295471
21,3699,0.5843729376792908,,,
21,3749,0.565364420413971,,,
21,3799,0.5996420383453369,,,
21,3849,0.4692569971084595,,,
21,3871,,0.9355666041374207,0.3227345049381256,0.5461851358413696
22,3899,0.5355809330940247,,,
22,3949,0.5260235071182251,,,
22,3999,0.9556546211242676,,,
22,4047,,0.9363391995429993,0.3190661370754242,0.5430791974067688
23,4049,0.6835769414901733,,,
23,4099,0.5572681427001953,,,
23,4149,0.556308925151825,,,
23,4199,0.412499338388443,,,
23,4223,,0.9352774620056152,0.32554391026496887,0.5520921349525452
